256c6f49f016d0f939c85a427a4d69373beacc51	73eaf0f254d0e889fa9e76cc8e93edb1a9a5d870	1
256c6f49f016d0f939c85a427a4d69373beacc51	d0746aa49e4728944728842626cb4cedb97df6c0	1
73eaf0f254d0e889fa9e76cc8e93edb1a9a5d870	d0746aa49e4728944728842626cb4cedb97df6c0	1
3194683b2518f56f9af50aa74eab5f9cc55ad3f9	504d1ed8563aeb659607f4745a1698a89fa2a862	1
3194683b2518f56f9af50aa74eab5f9cc55ad3f9	f3e7b464876e494250dfc61fd064ebc2b68e1048	1
3194683b2518f56f9af50aa74eab5f9cc55ad3f9	5da003bce04bad55f15c29387db5a170ab69ca42	1
504d1ed8563aeb659607f4745a1698a89fa2a862	f3e7b464876e494250dfc61fd064ebc2b68e1048	1
504d1ed8563aeb659607f4745a1698a89fa2a862	5da003bce04bad55f15c29387db5a170ab69ca42	1
f3e7b464876e494250dfc61fd064ebc2b68e1048	5da003bce04bad55f15c29387db5a170ab69ca42	1
222306f7230c4ead5595e82ed11f92d3370f477d	f04dcb97ac048da889301a02cd89edf34d45b7e5	1
cfab2d31f1bbb573572e25f74fb1f8f4e5eed278	7b8b245db43b2d7f1443320c095257f4c5850fbb	1
1034dd686b22b47932759a12debe63af77a5295c	30b99c779188722b596c69c2fdeff637a6da937a	1
ff354313b844a342d1ce68bc75c094fafc5d6b0a	1a2e7ff19d614538188d55f09bdf1f008630c767	1
ff354313b844a342d1ce68bc75c094fafc5d6b0a	23fff0899c35bb42f2e8dc7eebd5bc47527ec871	1
1a2e7ff19d614538188d55f09bdf1f008630c767	23fff0899c35bb42f2e8dc7eebd5bc47527ec871	1
19d3a63b7a99b7673e741ed35ad316155fcb0028	67f3d5b225de51a7965f92260cb8408c19baefab	1
3ea91982c392575d5945a3c9c1652833b338fbe4	efc2ee13b0c36bdd9cbbfc99be2a2923671f886e	1
2e8c0c4c813d2da8546dcd0b589d31b9ba916a95	64b52dad340b60b373730a891458d3d3553b0436	3
f7cdf2bb1bc58adb1ec7211b2d0592dafbd25bf0	ba3335163558040d13029dcbc6518a1942a824dd	1
