5703c0f3a0d22670448ff430a43b4efc469470f0	02184cfb070d88f4b6398f00b50c971d337fe1fa	1
7942b19eb260125dfc88e1e39e1820e2475cd149	9131f4de776038d5d0bc287ae45b7253897676e4	1
d16cfcfac6d14f587160bf5a062196decc40a0bb	61c678a4c78860e4d5b82afb5f9cd0455a188cbe	1
d16cfcfac6d14f587160bf5a062196decc40a0bb	a7cd8a70338e69200c7491e8ae0a6186ada22a19	1
61c678a4c78860e4d5b82afb5f9cd0455a188cbe	a7cd8a70338e69200c7491e8ae0a6186ada22a19	1
d6b6b02e3e9df8e04318548379caabf0497e48c7	5ab82c9447c47562726b1796f4a442fce611bb82	2
d6b6b02e3e9df8e04318548379caabf0497e48c7	77617fc7e6591329dcac8e5d9cb78184391c8794	2
5ab82c9447c47562726b1796f4a442fce611bb82	77617fc7e6591329dcac8e5d9cb78184391c8794	1
2287d8ee63ac7498ac94bcac451f39f323276377	6de3a6fc832a0f0a16e4c4204a5ac9b6fe0c3696	2
254ba23fe5f41d98f8cf83018962b09b9fe69ee4	fba3f3497b2444979e5f41b3bb31a83129b3a6ab	1
47714a3e38b3dd66a2823e8a5a2c38a4cca6e32b	059aa865f5a5c8cf7851f2561c04c226e694f0cf	2
47714a3e38b3dd66a2823e8a5a2c38a4cca6e32b	f244cb690f7148f01bc6f3ce7ae1e90be91440af	1
059aa865f5a5c8cf7851f2561c04c226e694f0cf	f244cb690f7148f01bc6f3ce7ae1e90be91440af	4
8aa4d05a39a121e8dbf87c6a9b25aed054020c02	10117221b8a7a33d2e09e550e04bae87c17f5b3c	1
8aa4d05a39a121e8dbf87c6a9b25aed054020c02	0b7e843bdd71a9a561fd057ea2f9e5607a74e415	1
10117221b8a7a33d2e09e550e04bae87c17f5b3c	0b7e843bdd71a9a561fd057ea2f9e5607a74e415	2
059aa865f5a5c8cf7851f2561c04c226e694f0cf	fc3acb109a5a6f6d96be63e5cbbb9d88ae3ae0fc	3
